Time [s],SCLK,SDI,GPIO2,GPIO3
2.052620460,0,0,0,1
2.052621460,1,1,0,1
2.052622460,0,0,0,1
2.052657400,1,1,0,1
2.052658400,0,0,0,1
2.052659400,1,1,0,1
2.052660380,0,0,0,1
2.052661380,1,1,0,1
2.052662380,0,0,0,1
2.052663380,1,1,0,1
2.052664380,0,0,0,1
2.052665380,1,1,0,1
2.052666380,0,0,0,1
2.052667380,1,1,0,1
2.052668380,0,0,0,1
2.052669380,1,1,0,1
2.052670380,0,0,0,1
2.052671380,1,1,0,1
2.052672380,0,0,0,1
2.052685860,1,1,0,1
2.052686840,0,0,0,1
2.052687840,1,1,0,1
2.052688840,0,0,0,1
2.052689840,1,1,0,1
2.052690840,0,0,0,1
2.052691840,1,1,0,1
2.052692840,0,0,0,1
2.052693840,1,1,0,1
2.052694840,0,0,0,1
2.052695840,1,1,0,1
2.052696820,0,0,0,1
2.052697820,1,1,0,1
2.052698820,0,0,0,1
2.052699820,1,1,0,1
2.052700820,0,0,0,1
2.052725780,1,1,0,1
2.052726780,0,0,0,1
2.052727780,1,1,0,1
2.052728780,0,0,0,1
2.052729780,1,1,0,1
2.052730780,0,0,0,1
2.052731780,1,1,0,1
2.052732760,0,0,0,1
2.052733760,1,1,0,1
2.052734760,0,0,0,1
2.052735760,1,1,0,1
2.052736760,0,0,0,1
2.052737760,1,1,0,1
2.052738760,0,0,0,1
2.052739760,1,1,0,1
2.052740760,0,0,0,1
2.052752740,1,1,0,1
2.052753740,0,0,0,1
2.052754740,1,1,0,1
2.052755720,0,0,0,1
2.052756720,1,1,0,1
2.052757720,0,0,0,1
2.052758720,1,1,0,1
2.052759720,0,0,0,1
2.052760720,1,1,0,1
2.052761720,0,0,0,1
2.052762720,1,1,0,1
2.052763720,0,0,0,1
2.052764720,1,1,0,1
2.052765700,0,0,0,1
2.052766720,1,1,0,1
2.052767700,0,0,0,1
2.052821360,1,1,0,1
2.052822360,0,0,0,1
2.052823360,1,1,0,1
2.052824360,0,0,0,1
2.052825360,1,1,0,1
2.052826360,0,0,0,1
2.052827360,1,1,0,1
2.052828340,0,0,0,1
2.052829340,1,1,0,1
2.052830340,0,0,0,1
2.052831340,1,1,0,1
2.052832340,0,0,0,1
2.052833340,1,1,0,1
2.052834340,0,0,0,1
2.052835340,1,1,0,1
2.052836340,0,0,0,1
2.052849820,1,1,0,1
2.052850800,0,0,0,1
2.052851800,1,1,0,1
2.052852800,0,0,0,1
2.052853800,1,1,0,1
2.052854800,0,0,0,1
2.052855800,1,1,0,1
2.052856800,0,0,0,1
2.052857800,1,1,0,1
2.052858800,0,0,0,1
2.052859800,1,1,0,1
2.052860800,0,0,0,1
2.052861800,1,1,0,1
2.052862780,0,0,0,1
2.052863780,1,1,0,1
2.052864780,0,0,0,1
2.052878260,1,1,0,1
2.052879260,0,0,0,1
2.052880260,1,1,0,1
2.052881260,0,0,0,1
2.052882260,1,1,0,1
2.052883260,0,0,0,1
2.052884260,1,1,0,1
2.052885260,0,0,0,1
2.052886260,1,1,0,1
2.052887240,0,0,0,1
2.052888240,1,1,0,1
2.052889240,0,0,0,1
2.052890240,1,1,0,1
2.052891240,0,0,0,1
2.052892240,1,1,0,1
2.052893240,0,0,0,1
2.052906720,1,1,0,1
2.052907720,0,0,0,1
2.052908720,1,1,0,1
2.052909720,0,0,0,1
2.052910720,1,1,0,1
2.052911700,0,0,0,1
2.052912700,1,1,0,1
2.052913700,0,0,0,1
2.052914700,1,1,0,1
2.052915700,0,0,0,1
2.052916700,1,1,0,1
2.052917700,0,0,0,1
2.052918700,1,1,0,1
2.052919700,0,0,0,1
2.052920700,1,1,0,1
2.052921700,0,0,0,1
2.052935180,1,1,0,1
2.052936160,0,0,0,1
2.052937160,1,1,0,1
2.052938160,0,0,0,1
2.052939160,1,1,0,1
2.052940160,0,0,0,1
2.052941160,1,1,0,1
2.052942160,0,0,0,1
2.052943160,1,1,0,1
2.052944160,0,0,0,1
2.052945160,1,1,0,1
2.052946160,0,0,0,1
2.052947160,1,1,0,1
2.052948140,0,0,0,1
2.052949140,1,1,0,1
2.052950140,0,0,0,1
2.052965880,0,0,1,1
2.053054480,1,1,1,1
2.053055460,0,0,1,1
2.053056460,1,1,1,1
2.053057460,0,0,1,1
2.053058460,1,1,1,1
2.053059460,0,0,1,1
2.053060460,1,1,1,1
2.053061460,0,0,1,1
2.053062460,1,1,1,1
2.053063460,0,0,1,1
2.053064460,1,1,1,1
2.053065460,0,0,1,1
2.053066460,1,1,1,1
2.053067460,0,0,1,1
2.053068460,1,1,1,1
2.053069440,0,0,1,1
2.053082920,1,1,1,1
2.053083920,0,0,1,1
2.053084920,1,1,1,1
2.053085920,0,0,1,1
2.053086920,1,1,1,1
2.053087920,0,0,1,1
2.053088920,1,1,1,1
2.053089920,0,0,1,1
2.053090920,1,1,1,1
2.053091920,0,0,1,1
2.053092920,1,1,1,1
2.053093900,0,0,1,1
2.053094900,1,1,1,1
2.053095900,0,0,1,1
2.053096900,1,1,1,1
2.053097900,0,0,1,1
2.053111380,1,1,1,1
2.053112380,0,0,1,1
2.053113380,1,1,1,1
2.053114380,0,0,1,1
2.053115380,1,1,1,1
2.053116380,0,0,1,1
2.053117380,1,1,1,1
2.053118360,0,0,1,1
2.053119360,1,1,1,1
2.053120360,0,0,1,1
2.053121360,1,1,1,1
2.053122360,0,0,1,1
2.053123360,1,1,1,1
2.053124360,0,0,1,1
2.053125360,1,1,1,1
2.053126360,0,0,1,1
2.053151320,1,1,1,1
2.053152320,0,0,1,1
2.053153320,1,1,1,1
2.053154320,0,0,1,1
2.053155320,1,1,1,1
2.053156300,0,0,1,1
2.053157300,1,1,1,1
2.053158300,0,0,1,1
2.053159300,1,1,1,1
2.053160300,0,0,1,1
2.053161300,1,1,1,1
2.053162300,0,0,1,1
2.053163300,1,1,1,1
2.053164300,0,0,1,1
2.053165300,1,1,1,1
2.053166300,0,0,1,1
2.053178280,1,1,1,1
2.053179280,0,0,1,1
2.053180280,1,1,1,1
2.053181260,0,0,1,1
2.053182280,1,1,1,1
2.053183260,0,0,1,1
2.053184260,1,1,1,1
2.053185260,0,0,1,1
2.053186260,1,1,1,1
2.053187260,0,0,1,1
2.053188260,1,1,1,1
2.053189260,0,0,1,1
2.053190260,1,1,1,1
2.053191260,0,0,1,1
2.053192260,1,1,1,1
2.053193240,0,0,1,1
2.053246920,1,1,1,1
2.053247920,0,0,1,1
2.053248920,1,1,1,1
2.053249900,1,0,1,1
2.053249920,0,0,1,1
2.053250920,1,1,1,1
2.053251900,0,0,1,1
2.053252900,1,1,1,1
2.053253900,0,0,1,1
2.053254900,1,1,1,1
2.053255900,0,0,1,1
2.053256900,1,1,1,1
2.053257900,0,0,1,1
2.053258900,1,1,1,1
2.053259900,0,0,1,1
2.053260900,1,1,1,1
2.053261900,0,0,1,1
2.053275380,1,1,1,1
2.053276360,0,0,1,1
2.053277360,1,1,1,1
2.053278360,0,0,1,1
2.053279360,1,1,1,1
2.053280360,0,0,1,1
2.053281360,1,1,1,1
2.053282360,0,0,1,1
2.053283360,1,1,1,1
2.053284360,0,0,1,1
2.053285360,1,1,1,1
2.053286360,0,0,1,1
2.053287340,0,1,1,1
2.053287360,1,1,1,1
2.053288340,0,0,1,1
2.053289340,1,1,1,1
2.053290340,0,0,1,1
2.053313320,1,1,1,1
2.053314300,0,0,1,1
2.053315300,1,1,1,1
2.053316300,0,0,1,1
2.053317300,1,1,1,1
2.053318300,0,0,1,1
2.053319300,1,1,1,1
2.053320300,0,0,1,1
2.053321300,1,1,1,1
2.053322300,0,0,1,1
2.053323300,1,1,1,1
2.053324300,0,0,1,1
2.053325300,1,1,1,1
2.053326280,0,0,1,1
2.053327280,1,1,1,1
2.053328280,0,0,1,1
2.053341760,1,1,1,1
2.053342760,0,0,1,1
2.053343760,1,1,1,1
2.053344760,0,0,1,1
2.053345760,1,1,1,1
2.053346760,0,0,1,1
2.053347760,1,1,1,1
2.053348760,0,0,1,1
2.053349740,0,1,1,1
2.053349760,1,1,1,1
2.053350740,0,0,1,1
2.053351740,1,1,1,1
2.053352740,0,0,1,1
2.053353740,1,1,1,1
2.053354740,0,0,1,1
2.053355740,1,1,1,1
2.053356740,0,0,1,1
2.053370220,1,1,1,1
2.053371220,0,0,1,1
2.053372220,1,1,1,1
2.053373200,0,0,1,1
2.053374200,1,1,1,1
2.053375200,0,0,1,1
2.053376200,1,1,1,1
2.053377200,0,0,1,1
2.053378200,1,1,1,1
2.053379200,0,0,1,1
2.053380200,1,1,1,1
2.053381200,0,0,1,1
2.053382200,1,1,1,1
2.053383200,0,0,1,1
2.053384200,1,1,1,1
2.053385180,0,0,1,1
2.053398660,1,1,1,1
2.053399660,0,0,1,1
2.053400660,1,1,1,1
2.053401660,0,0,1,1
2.053402660,1,1,1,1
2.053403660,0,0,1,1
2.053404660,1,1,1,1
2.053405660,0,0,1,1
2.053406660,1,1,1,1
2.053407660,0,0,1,1
2.053408660,1,1,1,1
2.053409660,0,0,1,1
2.053410660,1,1,1,1
2.053411640,0,0,1,1
2.053412640,1,1,1,1
2.053413640,0,0,1,1
2.053427120,1,1,1,1
2.053428120,0,0,1,1
2.053429120,1,1,1,1
2.053430120,0,0,1,1
2.053431120,1,1,1,1
2.053432120,0,0,1,1
2.053433120,1,1,1,1
2.053434120,0,0,1,1
2.053435120,1,1,1,1
2.053436120,0,0,1,1
2.053437120,1,1,1,1
2.053438100,0,0,1,1
2.053439100,1,1,1,1
2.053440100,0,0,1,1
2.053441100,1,1,1,1
2.053442100,0,0,1,1
2.053455580,1,1,1,1
2.053456580,0,0,1,1
2.053457580,1,1,1,1
2.053458580,0,0,1,1
2.053459580,1,1,1,1
2.053460560,0,0,1,1
2.053461560,1,1,1,1
2.053462560,0,0,1,1
2.053463560,1,1,1,1
2.053464560,0,0,1,1
2.053465560,1,1,1,1
2.053466560,0,0,1,1
2.053467560,1,1,1,1
2.053468560,0,0,1,1
2.053469560,1,1,1,1
2.053470540,0,0,1,1
2.053495500,1,1,1,1
2.053496500,0,0,1,1
2.053497500,1,1,1,1
2.053498500,0,0,1,1
2.053499500,1,1,1,1
2.053500500,0,0,1,1
2.053501500,1,1,1,1
2.053502500,0,0,1,1
2.053503500,1,1,1,1
2.053504500,0,0,1,1
2.053505500,1,1,1,1
2.053506480,0,0,1,1
2.053507480,1,1,1,1
2.053508480,0,0,1,1
2.053509480,1,1,1,1
2.053510480,0,0,1,1
2.053522460,1,1,1,1
2.053523460,0,0,1,1
2.053524460,1,1,1,1
2.053525460,0,0,1,1
2.053526460,1,1,1,1
2.053527440,0,0,1,1
2.053528460,1,1,1,1
2.053529440,0,0,1,1
2.053530440,1,1,1,1
2.053531440,0,0,1,1
2.053532440,1,1,1,1
2.053533440,0,0,1,1
2.053534440,1,1,1,1
2.053535440,0,0,1,1
2.053536440,1,1,1,1
2.053537440,0,0,1,1
2.053591100,1,1,1,1
2.053592080,0,0,1,1
2.053593080,1,1,1,1
2.053594080,0,0,1,1
2.053595080,1,1,1,1
2.053596080,0,0,1,1
2.053597080,1,1,1,1
2.053598080,0,0,1,1
2.053599080,1,1,1,1
2.053600080,0,0,1,1
2.053601080,1,1,1,1
2.053602080,0,0,1,1
2.053603080,1,1,1,1
2.053604060,0,0,1,1
2.053605060,1,1,1,1
2.053606060,0,0,1,1
2.053640760,1,1,1,1
2.053641760,0,0,1,1
2.053642760,1,1,1,1
2.053643760,0,0,1,1
2.053644740,0,1,1,1
2.053644760,1,1,1,1
2.053645740,0,0,1,1
2.053646740,1,1,1,1
2.053647740,0,0,1,1
2.053648740,1,1,1,1
2.053649740,0,0,1,1
2.053650740,1,1,1,1
2.053651740,0,0,1,1
2.053652740,1,1,1,1
2.053653740,0,0,1,1
2.053654740,1,1,1,1
2.053655740,0,0,1,1
2.053669200,1,1,1,1
2.053670200,0,0,1,1
2.053671200,1,1,1,1
2.053672200,0,0,1,1
2.053673200,1,1,1,1
2.053674200,0,0,1,1
2.053675200,1,1,1,1
2.053676200,0,0,1,1
2.053677200,1,1,1,1
2.053678200,0,0,1,1
2.053679200,1,1,1,1
2.053680180,0,0,1,1
2.053681180,1,1,1,1
2.053682180,0,0,1,1
2.053683180,1,1,1,1
2.053684180,0,0,1,1
2.053697660,1,1,1,1
2.053698660,0,0,1,1
2.053699660,1,1,1,1
2.053700660,0,0,1,1
2.053701660,1,1,1,1
2.053702660,0,0,1,1
2.053703660,1,1,1,1
2.053704640,0,0,1,1
2.053705640,1,1,1,1
2.053706640,0,0,1,1
2.053707640,1,1,1,1
2.053708640,0,0,1,1
2.053709640,1,1,1,1
2.053710640,0,0,1,1
2.053711640,1,1,1,1
2.053712640,0,0,1,1
2.053726120,1,1,1,1
2.053727120,0,0,1,1
2.053728120,1,1,1,1
2.053729120,0,0,1,1
2.053730120,1,1,1,1
2.053731100,0,0,1,1
2.053732100,1,1,1,1
2.053733100,0,0,1,1
2.053734100,1,1,1,1
2.053735100,0,0,1,1
2.053736100,1,1,1,1
2.053737100,0,0,1,1
2.053738100,1,1,1,1
2.053739100,0,0,1,1
2.053740100,1,1,1,1
2.053741100,0,0,1,1
2.053754560,1,1,1,1
2.053755560,0,0,1,1
2.053756560,1,1,1,1
2.053757560,0,0,1,1
2.053758560,1,1,1,1
2.053759560,0,0,1,1
2.053760560,1,1,1,1
2.053761560,0,0,1,1
2.053762560,1,1,1,1
2.053763540,1,0,1,1
2.053763560,0,0,1,1
2.053764540,1,1,1,1
2.053765540,0,0,1,1
2.053766540,1,1,1,1
2.053767540,0,0,1,1
2.053768540,1,1,1,1
2.053769540,0,0,1,1
2.053783020,1,1,1,1
2.053784020,0,0,1,1
2.053785020,1,1,1,1
2.053786020,0,0,1,1
2.053787020,1,1,1,1
2.053788000,0,0,1,1
2.053789000,1,1,1,1
2.053790000,0,0,1,1
2.053791000,1,1,1,1
2.053792000,0,0,1,1
2.053793000,1,1,1,1
2.053794000,0,0,1,1
2.053795000,1,1,1,1
2.053796000,0,0,1,1
2.053797000,1,1,1,1
2.053797980,1,0,1,1
2.053798000,0,0,1,1
2.053811460,1,1,1,1
2.053812460,0,0,1,1
2.053813460,1,1,1,1
2.053814460,0,0,1,1
2.053815460,1,1,1,1
2.053816460,0,0,1,1
2.053817460,1,1,1,1
2.053818460,0,0,1,1
2.053819460,1,1,1,1
2.053820460,0,0,1,1
2.053821460,1,1,1,1
2.053822440,0,0,1,1
2.053823440,1,1,1,1
2.053824440,0,0,1,1
2.053825440,1,1,1,1
2.053826440,0,0,1,1
2.053851400,1,1,1,1
2.053852400,0,0,1,1
2.053853400,1,1,1,1
2.053854400,0,0,1,1
2.053855400,1,1,1,1
2.053856400,0,0,1,1
2.053857400,1,1,1,1
2.053858380,0,0,1,1
2.053859380,1,1,1,1
2.053860380,0,0,1,1
2.053861380,1,1,1,1
2.053862380,0,0,1,1
2.053863380,1,1,1,1
2.053864380,0,0,1,1
2.053865380,1,1,1,1
2.053866380,0,0,1,1
2.053878360,1,1,1,1
2.053879340,1,0,1,1
2.053879360,0,0,1,1
2.053880360,1,1,1,1
2.053881340,0,0,1,1
2.053882340,0,1,1,1
2.053882360,1,1,1,1
2.053883340,0,0,1,1
2.053884340,1,1,1,1
2.053885340,0,0,1,1
2.053886340,1,1,1,1
2.053887340,0,0,1,1
2.053888340,1,1,1,1
2.053889340,0,0,1,1
2.053890340,1,1,1,1
2.053891320,0,0,1,1
2.053892340,1,1,1,1
2.053893320,0,0,1,1
2.053968940,1,1,1,1
2.053969940,0,0,1,1
2.053970940,1,1,1,1
2.053971940,0,0,1,1
2.053972940,1,1,1,1
2.053973940,0,0,1,1
2.053974940,1,1,1,1
2.053975940,0,0,1,1
2.053976940,1,1,1,1
2.053977940,0,0,1,1
2.053978940,1,1,1,1
2.053979920,0,0,1,1
2.053980920,1,1,1,1
2.053981920,0,0,1,1
2.053982920,1,1,1,1
2.053983920,0,0,1,1
2.053997400,1,1,1,1
2.053998400,0,0,1,1
2.053999400,1,1,1,1
2.054000400,0,0,1,1
2.054001400,1,1,1,1
2.054002380,0,0,1,1
2.054003380,1,1,1,1
2.054004380,0,0,1,1
2.054005380,1,1,1,1
2.054006380,0,0,1,1
2.054007380,1,1,1,1
2.054008380,0,0,1,1
2.054009380,1,1,1,1
2.054010380,0,0,1,1
2.054011380,1,1,1,1
2.054012380,0,0,1,1
2.054025840,1,1,1,1
2.054026840,0,0,1,1
2.054027840,1,1,1,1
2.054028840,0,0,1,1
2.054029840,1,1,1,1
2.054030840,0,0,1,1
2.054031840,1,1,1,1
2.054032840,0,0,1,1
2.054033840,1,1,1,1
2.054034840,0,0,1,1
2.054035840,1,1,1,1
2.054036820,0,0,1,1
2.054037820,1,1,1,1
2.054038820,0,0,1,1
2.054039820,1,1,1,1
2.054040820,0,0,1,1
2.054054300,1,1,1,1
2.054055300,0,0,1,1
2.054056300,1,1,1,1
2.054057280,0,0,1,1
2.054058280,1,1,1,1
2.054059280,0,0,1,1
2.054060280,1,1,1,1
2.054061280,0,0,1,1
2.054062280,1,1,1,1
2.054063280,0,0,1,1
2.054064280,1,1,1,1
2.054065280,0,0,1,1
2.054066280,1,1,1,1
2.054067280,0,0,1,1
2.054068280,1,1,1,1
2.054069280,0,0,1,1
2.054082740,0,1,1,1
2.054082760,1,1,1,1
2.054083740,0,0,1,1
2.054084740,1,1,1,1
2.054085740,0,0,1,1
2.054086740,1,1,1,1
2.054087740,0,0,1,1
2.054088740,1,1,1,1
2.054089740,0,0,1,1
2.054090740,1,1,1,1
2.054091740,0,0,1,1
2.054092720,0,1,1,1
2.054092740,1,1,1,1
2.054093720,0,0,1,1
2.054094720,1,1,1,1
2.054095720,0,0,1,1
2.054096720,1,1,1,1
2.054097720,0,0,1,1
2.054111200,1,1,1,1
2.054112200,0,0,1,1
2.054113200,1,1,1,1
2.054114200,0,0,1,1
2.054115200,1,1,1,1
2.054116180,0,0,1,1
2.054117180,1,1,1,1
2.054118180,0,0,1,1
2.054119180,1,1,1,1
2.054120180,0,0,1,1
2.054121180,1,1,1,1
2.054122180,0,0,1,1
2.054123180,1,1,1,1
2.054124180,0,0,1,1
2.054125180,1,1,1,1
2.054126180,0,0,1,1
2.054139660,1,1,1,1
2.054140640,0,0,1,1
2.054141640,1,1,1,1
2.054142640,0,0,1,1
2.054143640,1,1,1,1
2.054144640,0,0,1,1
2.054145640,1,1,1,1
2.054146640,0,0,1,1
2.054147640,1,1,1,1
2.054148640,0,0,1,1
2.054149640,1,1,1,1
2.054150620,0,0,1,1
2.054151620,1,1,1,1
2.054152620,0,0,1,1
2.054153620,1,1,1,1
2.054154620,0,0,1,1
2.054168100,1,1,1,1
2.054169100,0,0,1,1
2.054170100,1,1,1,1
2.054171100,0,0,1,1
2.054172100,1,1,1,1
2.054173100,0,0,1,1
2.054174100,1,1,1,1
2.054175080,0,0,1,1
2.054176080,1,1,1,1
2.054177080,0,0,1,1
2.054178080,1,1,1,1
2.054179080,0,0,1,1
2.054180080,1,1,1,1
2.054181080,0,0,1,1
2.054182080,1,1,1,1
2.054183080,0,0,1,1
2.054208040,1,1,1,1
2.054209040,0,0,1,1
2.054210040,1,1,1,1
2.054211040,0,0,1,1
2.054212040,1,1,1,1
2.054213040,0,0,1,1
2.054214040,1,1,1,1
2.054215020,0,0,1,1
2.054216020,1,1,1,1
2.054217020,0,0,1,1
2.054218020,1,1,1,1
2.054219020,0,0,1,1
2.054220020,1,1,1,1
2.054221020,0,0,1,1
2.054222020,1,1,1,1
2.054223020,0,0,1,1
2.054235000,1,1,1,1
2.054236000,0,0,1,1
2.054237000,1,1,1,1
2.054238000,0,0,1,1
2.054239000,1,1,1,1
2.054239980,0,0,1,1
2.054241000,1,1,1,1
2.054241980,0,0,1,1
2.054242980,1,1,1,1
2.054243980,0,0,1,1
2.054244980,1,1,1,1
2.054245980,0,0,1,1
2.054246980,1,1,1,1
2.054247980,0,0,1,1
2.054248980,1,1,1,1
2.054249980,0,0,1,1
2.054324360,1,1,1,1
2.054325360,0,0,1,1
2.054326360,1,1,1,1
2.054327360,0,0,1,1
2.054328360,1,1,1,1
2.054329340,0,0,1,1
2.054330340,1,1,1,1
2.054331340,0,0,1,1
2.054332340,1,1,1,1
2.054333340,0,0,1,1
2.054334340,1,1,1,1
2.054335340,0,0,1,1
2.054336340,1,1,1,1
2.054337340,0,0,1,1
2.054338340,1,1,1,1
2.054339320,0,0,1,1
2.054352800,1,1,1,1
2.054353800,0,0,1,1
2.054354800,1,1,1,1
2.054355800,0,0,1,1
2.054356800,1,1,1,1
2.054357800,0,0,1,1
2.054358800,1,1,1,1
2.054359800,0,0,1,1
2.054360800,1,1,1,1
2.054361780,0,0,1,1
2.054362780,1,1,1,1
2.054363780,0,0,1,1
2.054364780,1,1,1,1
2.054365780,0,0,1,1
2.054366780,1,1,1,1
2.054367780,0,0,1,1
2.054381260,1,1,1,1
2.054382260,0,0,1,1
2.054383260,1,1,1,1
2.054384240,0,0,1,1
2.054385240,1,1,1,1
2.054386240,0,0,1,1
2.054387240,1,1,1,1
2.054388240,0,0,1,1
2.054389240,1,1,1,1
2.054390240,0,0,1,1
2.054391240,1,1,1,1
2.054392240,0,0,1,1
2.054393240,1,1,1,1
2.054394220,0,0,1,1
2.054395220,1,1,1,1
2.054396220,0,0,1,1
2.054409700,1,1,1,1
2.054410700,0,0,1,1
2.054411700,1,1,1,1
2.054412700,0,0,1,1
2.054413700,1,1,1,1
2.054414700,0,0,1,1
2.054415700,1,1,1,1
2.054416680,0,0,1,1
2.054417680,1,1,1,1
2.054418680,0,0,1,1
2.054419680,1,1,1,1
2.054420680,0,0,1,1
2.054421680,1,1,1,1
2.054422680,0,0,1,1
2.054423680,1,1,1,1
2.054424680,0,0,1,1
2.054438160,1,1,1,1
2.054439160,0,0,1,1
2.054440160,1,1,1,1
2.054441140,0,0,1,1
2.054442140,1,1,1,1
2.054443140,0,0,1,1
2.054444140,1,1,1,1
2.054445140,0,0,1,1
2.054446140,1,1,1,1
2.054447140,0,0,1,1
2.054448140,1,1,1,1
2.054449140,0,0,1,1
2.054450140,1,1,1,1
2.054451140,0,0,1,1
2.054452140,1,1,1,1
2.054453120,0,0,1,1
2.054466600,1,1,1,1
2.054467600,0,0,1,1
2.054468600,1,1,1,1
2.054469600,0,0,1,1
2.054470600,1,1,1,1
2.054471600,0,0,1,1
2.054472600,1,1,1,1
2.054473600,0,0,1,1
2.054474600,1,1,1,1
2.054475600,0,0,1,1
2.054476600,1,1,1,1
2.054477580,0,0,1,1
2.054478580,1,1,1,1
2.054479580,0,0,1,1
2.054480580,1,1,1,1
2.054481580,0,0,1,1
2.054495060,1,1,1,1
2.054496060,0,0,1,1
2.054497060,1,1,1,1
2.054498060,0,0,1,1
2.054499060,1,1,1,1
2.054500040,0,0,1,1
2.054501040,1,1,1,1
2.054502040,0,0,1,1
2.054503040,1,1,1,1
2.054504040,0,0,1,1
2.054505040,1,1,1,1
2.054506040,0,0,1,1
2.054507040,1,1,1,1
2.054508040,0,0,1,1
2.054509040,1,1,1,1
2.054510040,0,0,1,1
2.054523520,1,1,1,1
2.054524500,0,0,1,1
2.054525500,1,1,1,1
2.054526500,0,0,1,1
2.054527500,1,1,1,1
2.054528500,0,0,1,1
2.054529500,1,1,1,1
2.054530500,0,0,1,1
2.054531500,1,1,1,1
2.054532500,0,0,1,1
2.054533500,1,1,1,1
2.054534480,1,0,1,1
2.054534500,0,0,1,1
2.054535480,1,1,1,1
2.054536480,0,0,1,1
2.054537480,1,1,1,1
2.054538480,0,0,1,1
2.054563440,1,1,1,1
2.054564440,0,0,1,1
2.054565440,1,1,1,1
2.054566440,0,0,1,1
2.054567440,1,1,1,1
2.054568440,0,0,1,1
2.054569440,1,1,1,1
2.054570420,0,0,1,1
2.054571420,1,1,1,1
2.054572420,0,0,1,1
2.054573420,1,1,1,1
2.054574420,0,0,1,1
2.054575420,1,1,1,1
2.054576420,0,0,1,1
2.054577420,1,1,1,1
2.054578420,0,0,1,1
2.054590400,1,1,1,1
2.054591380,0,0,1,1
2.054592400,1,1,1,1
2.054593380,0,0,1,1
2.054594380,1,1,1,1
2.054595380,0,0,1,1
2.054596380,1,1,1,1
2.054597380,0,0,1,1
2.054598380,1,1,1,1
2.054599380,0,0,1,1
2.054600380,1,1,1,1
2.054601380,0,0,1,1
2.054602380,1,1,1,1
2.054603360,0,0,1,1
2.054604360,1,1,1,1
2.054605360,0,0,1,1
2.054668500,1,1,1,1
2.054669500,0,0,1,1
2.054670500,1,1,1,1
2.054671500,0,0,1,1
2.054672500,1,1,1,1
2.054673500,0,0,1,1
2.054674500,1,1,1,1
2.054675500,0,0,1,1
2.054676500,1,1,1,1
2.054677500,0,0,1,1
2.054678500,1,1,1,1
2.054679480,0,0,1,1
2.054680480,1,1,1,1
2.054681480,0,0,1,1
2.054682480,1,1,1,1
2.054683480,0,0,1,1
2.054696960,1,1,1,1
2.054697960,0,0,1,1
2.054698960,1,1,1,1
2.054699960,0,0,1,1
2.054700960,1,1,1,1
2.054701940,1,0,1,1
2.054701960,0,0,1,1
2.054702940,1,1,1,1
2.054703940,0,0,1,1
2.054704940,1,1,1,1
2.054705940,0,0,1,1
2.054706940,1,1,1,1
2.054707940,0,0,1,1
2.054708940,1,1,1,1
2.054709940,0,0,1,1
2.054710940,1,1,1,1
2.054711940,0,0,1,1
2.054725420,1,1,1,1
2.054726400,0,0,1,1
2.054727400,1,1,1,1
2.054728400,0,0,1,1
2.054729400,1,1,1,1
2.054730400,0,0,1,1
2.054731400,1,1,1,1
2.054732400,0,0,1,1
2.054733400,1,1,1,1
2.054734400,0,0,1,1
2.054735400,1,1,1,1
2.054736400,0,0,1,1
2.054737400,1,1,1,1
2.054738380,0,0,1,1
2.054739380,1,1,1,1
2.054740380,0,0,1,1
2.054753860,1,1,1,1
2.054754860,0,0,1,1
2.054755860,1,1,1,1
2.054756860,0,0,1,1
2.054757860,1,1,1,1
2.054758840,1,0,1,1
2.054758860,0,0,1,1
2.054759840,1,1,1,1
2.054760840,0,0,1,1
2.054761840,1,1,1,1
2.054762840,0,0,1,1
2.054763840,1,1,1,1
2.054764840,0,0,1,1
2.054765840,1,1,1,1
2.054766840,0,0,1,1
2.054767840,1,1,1,1
2.054768840,0,0,1,1
2.054782300,0,1,1,1
2.054782320,1,1,1,1
2.054783300,0,0,1,1
2.054784300,1,1,1,1
2.054785300,0,0,1,1
2.054786300,1,1,1,1
2.054787300,0,0,1,1
2.054788300,1,1,1,1
2.054789300,0,0,1,1
2.054790300,1,1,1,1
2.054791300,0,0,1,1
2.054792300,1,1,1,1
2.054793280,1,0,1,1
2.054793300,0,0,1,1
2.054794280,1,1,1,1
2.054795280,0,0,1,1
2.054796280,1,1,1,1
2.054797280,0,0,1,1
2.054810760,1,1,1,1
2.054811760,0,0,1,1
2.054812760,1,1,1,1
2.054813760,0,0,1,1
2.054814760,1,1,1,1
2.054815760,0,0,1,1
2.054816760,1,1,1,1
2.054817740,0,0,1,1
2.054818740,1,1,1,1
2.054819740,0,0,1,1
2.054820740,1,1,1,1
2.054821740,0,0,1,1
2.054822740,1,1,1,1
2.054823740,0,0,1,1
2.054824740,1,1,1,1
2.054825740,0,0,1,1
2.054839200,1,1,1,1
2.054840200,0,0,1,1
2.054841200,1,1,1,1
2.054842200,0,0,1,1
2.054843200,1,1,1,1
2.054844200,0,0,1,1
2.054845200,1,1,1,1
2.054846200,0,0,1,1
2.054847200,1,1,1,1
2.054848180,1,0,1,1
2.054848200,0,0,1,1
2.054849180,1,1,1,1
2.054850180,0,0,1,1
2.054851180,1,1,1,1
2.054852180,0,0,1,1
2.054853180,1,1,1,1
2.054854180,0,0,1,1
2.054867660,1,1,1,1
2.054868660,0,0,1,1
