name,type,start_time,duration,"mosi","miso"
"SPI","enable",0.3437437,2.00000013e-08,,
"SPI","result",0.3437497,1.5e-05,0x44,0xFF
"SPI","result",0.34377668,1.5e-05,0xFF,0x00
"SPI","disable",0.34379966,1.99999995e-08,,
"SPI","enable",0.3438009,1.99999995e-08,,
"SPI","result",0.3438069,1.502e-05,0x44,0xFF
"SPI","result",0.3438339,1.5e-05,0xFF,0x00
"SPI","disable",0.34385688,1.99999995e-08,,
"SPI","enable",0.34385812,2.00000004e-08,,
"SPI","result",0.34386412,1.5e-05,0x44,0xFF
"SPI","result",0.3438911,1.5e-05,0xFF,0x00
"SPI","disable",0.34391408,1.99999995e-08,,
"SPI","enable",0.34391534,2.00000004e-08,,
"SPI","result",0.34392134,1.5e-05,0x44,0xFF
"SPI","result",0.34394832,1.5e-05,0xFF,0x00
"SPI","disable",0.3439713,1.99999995e-08,,
"SPI","enable",0.34397254,1.99999995e-08,,
"SPI","result",0.34397854,1.5e-05,0x44,0xFF
"SPI","result",0.34400552,1.5e-05,0xFF,0x00
"SPI","disable",0.34404198,2.00000013e-08,,
"SPI","enable",0.34404324,1.99999995e-08,,
"SPI","result",0.34404924,1.5e-05,0x44,0xFF
"SPI","result",0.34407622,1.5e-05,0xFF,0x00
"SPI","disable",0.3440992,2.00000004e-08,,
"SPI","enable",0.34410046,2.00000004e-08,,
"SPI","result",0.34410644,1.502e-05,0x44,0xFF
"SPI","result",0.34413342,1.502e-05,0xFF,0x00
"SPI","disable",0.34415642,2.00000004e-08,,
"SPI","enable",0.34415766,1.99999995e-08,,
"SPI","result",0.34416366,1.502e-05,0x44,0xFF
"SPI","result",0.34419064,1.502e-05,0xFF,0x00
"SPI","disable",0.34428358,1.99999995e-08,,
"SPI","enable",0.34428484,2.00000004e-08,,
"SPI","result",0.34429084,1.5e-05,0x44,0xFF
"SPI","result",0.34431782,1.5e-05,0xFF,0x00
"SPI","disable",0.34436228,2.00000004e-08,,
"SPI","enable",0.34436352,2.00000004e-08,,
"SPI","result",0.34436952,1.502e-05,0x44,0xFF
"SPI","result",0.3443965,1.502e-05,0xFF,0x00
"SPI","disable",0.3444195,1.99999995e-08,,
"SPI","enable",0.34442074,1.99999995e-08,,
"SPI","result",0.34442674,1.5e-05,0x44,0xFF
"SPI","result",0.34445372,1.5e-05,0xFF,0x00
"SPI","disable",0.3444767,2.00000004e-08,,
"SPI","enable",0.34447796,1.99999995e-08,,
"SPI","result",0.34448396,1.5e-05,0x44,0xFF
"SPI","result",0.34451094,1.5e-05,0xFF,0xFF
"SPI","disable",0.34453418,1.99999995e-08,,
"SPI","enable",0.34457016,1.99999995e-08,,
"SPI","result",0.34457966,1.5e-05,0x05,0xFF
