Time [s],SCLK,SDO,SDI,nSEL
0.483259600,0,0,1,0
0.483288860,0,0,1,1
0.483289560,0,1,1,1
0.483290120,0,1,1,0
0.483294360,0,1,0,0
0.483296120,1,1,0,0
0.483297120,0,1,1,0
0.483298120,1,1,1,0
0.483299120,0,1,0,0
0.483300120,1,1,0,0
0.483301120,0,1,0,0
0.483302120,1,1,0,0
0.483303120,0,1,0,0
0.483304120,1,1,0,0
0.483305120,0,1,1,0
0.483306120,1,1,1,0
0.483307120,0,1,0,0
0.483308120,1,1,0,0
0.483309120,0,1,0,0
0.483310120,1,1,0,0
0.483311120,0,1,0,0
0.483311140,0,0,0,0
0.483321380,0,0,1,0
0.483323120,1,0,1,0
0.483324120,0,0,1,0
0.483325120,1,0,1,0
0.483326120,0,0,1,0
0.483327120,1,0,1,0
0.483328120,0,0,1,0
0.483329120,1,0,1,0
0.483330120,0,0,1,0
0.483331120,1,0,1,0
0.483332120,0,0,1,0
0.483333120,1,0,1,0
0.483334120,0,0,1,0
0.483335120,1,0,1,0
0.483336120,0,0,1,0
0.483337120,1,0,1,0
0.483338120,0,0,1,0
0.483346120,0,0,1,1
0.483346800,0,1,1,1
0.483347380,0,1,1,0
0.483351620,0,1,0,0
0.483353380,1,1,0,0
0.483354380,0,1,1,0
0.483355380,1,1,1,0
0.483356380,0,1,0,0
0.483357380,1,1,0,0
0.483358380,0,1,0,0
0.483359380,1,1,0,0
0.483360380,0,1,0,0
0.483361380,1,1,0,0
0.483362380,0,1,1,0
0.483363380,1,1,1,0
0.483364380,0,1,0,0
0.483365380,1,1,0,0
0.483366380,0,1,0,0
0.483367380,1,1,0,0
0.483368380,0,0,0,0
0.483378620,0,0,1,0
0.483380380,1,0,1,0
0.483381380,0,0,1,0
0.483382380,1,0,1,0
0.483383380,0,0,1,0
0.483384380,1,0,1,0
0.483385380,0,0,1,0
0.483386380,1,0,1,0
0.483387380,0,0,1,0
0.483388380,1,0,1,0
0.483389380,0,0,1,0
0.483390380,1,0,1,0
0.483391380,0,0,1,0
0.483392380,1,0,1,0
0.483393380,0,0,1,0
0.483394380,1,0,1,0
0.483395380,0,0,1,0
0.483403380,0,0,1,1
0.483404060,0,1,1,1
0.483404620,0,1,1,0
0.483408880,0,1,0,0
0.483410640,1,1,0,0
0.483411640,0,1,1,0
0.483412640,1,1,1,0
0.483413640,0,1,0,0
0.483414640,1,1,0,0
0.483415640,0,1,0,0
0.483416640,1,1,0,0
0.483417640,0,1,0,0
0.483418640,1,1,0,0
0.483419640,0,1,1,0
0.483420640,1,1,1,0
0.483421640,0,1,0,0
0.483422640,1,1,0,0
0.483423640,0,1,0,0
0.483424640,1,1,0,0
0.483425640,0,0,0,0
0.483435880,0,0,1,0
0.483437640,1,0,1,0
0.483438640,0,0,1,0
0.483439640,1,0,1,0
0.483440640,0,0,1,0
0.483441640,1,0,1,0
0.483442640,0,0,1,0
0.483443640,1,0,1,0
0.483444640,0,0,1,0
0.483445640,1,0,1,0
0.483446640,0,0,1,0
0.483447640,1,0,1,0
0.483448640,0,0,1,0
0.483449640,1,0,1,0
0.483450640,0,0,1,0
0.483451640,1,0,1,0
0.483452640,0,0,1,0
0.483460640,0,0,1,1
0.483461320,0,1,1,1
0.483461880,0,1,1,0
0.483466140,0,1,0,0
0.483467900,1,1,0,0
0.483468900,0,1,1,0
0.483469900,1,1,1,0
0.483470900,0,1,0,0
0.483471900,1,1,0,0
0.483472900,0,1,0,0
0.483473900,1,1,0,0
0.483474900,0,1,0,0
0.483475900,1,1,0,0
0.483476900,0,1,1,0
0.483477900,1,1,1,0
0.483478900,0,1,0,0
0.483479900,1,1,0,0
0.483480900,0,1,0,0
0.483481900,1,1,0,0
0.483482900,0,0,0,0
0.483493160,0,0,1,0
0.483494900,1,0,1,0
0.483495900,0,0,1,0
0.483496900,1,0,1,0
0.483497900,0,0,1,0
0.483498900,1,0,1,0
0.483499900,0,0,1,0
0.483500900,1,0,1,0
0.483501900,0,0,1,0
0.483502900,1,0,1,0
0.483503900,0,0,1,0
0.483504900,1,0,1,0
0.483505900,0,0,1,0
0.483506900,1,0,1,0
0.483507900,0,0,1,0
0.483508900,1,0,1,0
0.483509900,0,0,1,0
0.483517900,0,0,1,1
0.483518600,0,1,1,1
0.483519160,0,1,1,0
0.483523400,0,1,0,0
0.483525160,1,1,0,0
0.483526160,0,1,1,0
0.483527160,1,1,1,0
0.483528160,0,1,0,0
0.483529160,1,1,0,0
0.483530160,0,1,0,0
0.483531160,1,1,0,0
0.483532160,0,1,0,0
0.483533160,1,1,0,0
0.483534160,0,1,1,0
0.483535160,1,1,1,0
0.483536160,0,1,0,0
0.483537160,1,1,0,0
0.483538160,0,1,0,0
0.483539160,1,1,0,0
0.483540160,0,1,0,0
0.483540180,0,0,0,0
0.483550420,0,0,1,0
0.483552160,1,0,1,0
0.483553160,0,0,1,0
0.483554160,1,0,1,0
0.483555160,0,0,1,0
0.483556160,1,0,1,0
0.483557160,0,0,1,0
0.483558160,1,0,1,0
0.483559160,0,0,1,0
0.483560160,1,0,1,0
0.483561160,0,0,1,0
0.483562160,1,0,1,0
0.483563160,0,0,1,0
0.483564160,1,0,1,0
0.483565160,0,0,1,0
0.483566160,1,0,1,0
0.483567160,0,0,1,0
0.483575160,0,0,1,1
0.483575860,0,1,1,1
0.483576420,0,1,1,0
0.483580680,0,1,0,0
0.483582420,1,1,0,0
0.483583420,0,1,1,0
0.483584420,1,1,1,0
0.483585420,0,1,0,0
0.483586420,1,1,0,0
0.483587420,0,1,0,0
0.483588420,1,1,0,0
0.483589420,0,1,0,0
0.483590420,1,1,0,0
0.483591420,0,1,1,0
0.483592420,1,1,1,0
0.483593420,0,1,0,0
0.483594420,1,1,0,0
0.483595420,0,1,0,0
0.483596420,1,1,0,0
0.483597420,0,1,0,0
0.483597440,0,0,0,0
0.483625180,0,0,1,0
0.483626920,1,0,1,0
0.483627920,0,0,1,0
0.483628940,1,0,1,0
0.483629920,0,0,1,0
0.483630940,1,0,1,0
0.483631940,0,0,1,0
0.483632940,1,0,1,0
0.483633940,0,0,1,0
0.483634940,1,0,1,0
0.483635940,0,0,1,0
0.483636940,1,0,1,0
0.483637940,0,0,1,0
0.483638940,1,0,1,0
0.483639940,0,0,1,0
0.483640940,1,0,1,0
0.483641940,0,0,1,0
0.483649940,0,0,1,1
0.483650620,0,1,1,1
0.483651180,0,1,1,0
0.483655440,0,1,0,0
0.483657180,1,1,0,0
0.483658180,0,1,1,0
0.483659180,1,1,1,0
0.483660180,0,1,0,0
0.483661180,1,1,0,0
0.483662180,0,1,0,0
0.483663180,1,1,0,0
0.483664180,0,1,0,0
0.483665180,1,1,0,0
0.483666180,0,1,1,0
0.483667180,1,1,1,0
0.483668180,0,1,0,0
0.483669180,1,1,0,0
0.483670180,0,1,0,0
0.483671200,1,1,0,0
0.483672180,0,1,0,0
0.483672200,0,0,0,0
0.483682440,0,0,1,0
0.483684200,1,0,1,0
0.483685200,0,0,1,0
0.483686200,1,0,1,0
0.483687200,0,0,1,0
0.483688200,1,0,1,0
0.483689200,0,0,1,0
0.483690200,1,0,1,0
0.483691200,0,0,1,0
0.483692200,1,0,1,0
0.483693200,0,0,1,0
0.483694200,1,0,1,0
0.483695200,0,0,1,0
0.483696200,1,0,1,0
0.483697200,0,0,1,0
0.483698200,1,0,1,0
0.483699200,0,0,1,0
0.483707200,0,0,1,1
0.483707880,0,1,1,1
0.483708440,0,1,1,0
0.483712700,0,1,0,0
0.483714460,1,1,0,0
0.483715460,0,1,1,0
0.483716460,1,1,1,0
0.483717460,0,1,0,0
0.483718460,1,1,0,0
0.483719460,0,1,0,0
0.483720460,1,1,0,0
0.483721460,0,1,0,0
0.483722460,1,1,0,0
0.483723460,0,1,1,0
0.483724460,1,1,1,0
0.483725460,0,1,0,0
0.483726460,1,1,0,0
0.483727460,0,1,0,0
0.483728460,1,1,0,0
0.483729460,0,0,0,0
0.483739700,0,0,1,0
0.483741460,1,0,1,0
0.483742460,0,0,1,0
0.483743460,1,0,1,0
0.483744460,0,0,1,0
0.483745460,1,0,1,0
0.483746460,0,0,1,0
0.483747460,1,0,1,0
0.483748460,0,0,1,0
0.483749460,1,0,1,0
0.483750460,0,0,1,0
0.483751460,1,0,1,0
0.483752460,0,0,1,0
0.483753460,1,0,1,0
0.483754460,0,0,1,0
0.483755460,1,0,1,0
0.483756460,0,0,1,0
0.483764460,0,0,1,1
0.483765140,0,1,1,1
0.483765700,0,1,1,0
0.483769960,0,1,0,0
0.483771720,1,1,0,0
0.483772700,0,1,0,0
0.483772720,0,1,1,0
0.483773720,1,1,1,0
0.483774700,0,1,1,0
0.483774720,0,1,0,0
0.483775720,1,1,0,0
0.483776700,0,1,0,0
0.483777720,1,1,0,0
0.483778720,0,1,0,0
0.483779720,1,1,0,0
0.483780720,0,1,1,0
0.483781720,1,1,1,0
0.483782720,0,1,0,0
0.483783720,1,1,0,0
0.483784720,0,1,0,0
0.483785720,1,1,0,0
0.483786720,0,0,0,0
0.483796960,0,0,1,0
0.483798720,1,0,1,0
0.483799720,0,0,1,0
0.483800720,1,0,1,0
0.483801720,0,0,1,0
0.483802720,1,0,1,0
0.483803720,0,0,1,0
0.483804720,1,0,1,0
0.483805720,0,0,1,0
0.483806720,1,0,1,0
0.483807720,0,0,1,0
0.483808720,1,0,1,0
0.483809720,0,0,1,0
0.483810720,1,0,1,0
0.483811720,0,0,1,0
0.483812720,1,0,1,0
0.483813720,0,0,1,0
0.483821720,0,0,1,1
0.483822400,0,1,1,1
0.483822980,0,1,1,0
0.483827220,0,1,0,0
0.483828980,1,1,0,0
0.483829980,0,1,1,0
0.483830980,1,1,1,0
0.483831980,0,1,0,0
0.483832980,1,1,0,0
0.483833980,0,1,0,0
0.483834980,1,1,0,0
0.483835980,0,1,0,0
0.483836980,1,1,0,0
0.483837980,0,1,1,0
0.483838980,1,1,1,0
0.483839980,0,1,0,0
0.483840980,1,1,0,0
0.483841980,0,1,0,0
0.483842980,1,1,0,0
0.483843980,0,0,0,0
0.483854240,0,0,1,0
0.483855980,1,0,1,0
0.483856980,0,0,1,0
0.483857980,1,0,1,0
0.483858980,0,0,1,0
0.483859980,1,0,1,0
0.483860980,0,0,1,0
0.483861980,1,0,1,0
0.483862980,0,0,1,0
0.483863980,1,0,1,0
0.483864980,0,0,1,0
0.483865980,1,0,1,0
0.483866980,0,0,1,0
0.483867980,1,0,1,0
0.483868980,0,0,1,0
0.483869980,1,0,1,0
0.483870980,0,0,1,0
0.483878980,0,0,1,1
0.483879680,0,1,1,1
0.483880240,0,1,1,0
0.483884480,0,1,0,0
0.483886240,1,1,0,0
0.483887240,0,1,1,0
0.483888240,1,1,1,0
0.483889240,0,1,0,0
0.483890240,1,1,0,0
0.483891240,0,1,0,0
0.483892240,1,1,0,0
0.483893240,0,1,0,0
0.483894240,1,1,0,0
0.483895240,0,1,1,0
0.483896240,1,1,1,0
0.483897240,0,1,0,0
0.483898240,1,1,0,0
0.483899240,0,1,0,0
0.483900240,1,1,0,0
0.483901240,0,0,0,0
0.483998000,0,0,1,0
0.483999760,1,0,1,0
0.484000760,0,0,1,0
0.484001760,1,0,1,0
0.484002760,0,0,1,0
0.484003760,1,0,1,0
0.484004760,0,0,1,0
0.484005760,1,0,1,0
0.484006760,0,0,1,0
0.484007760,1,0,1,0
0.484008760,0,0,1,0
0.484009760,1,0,1,0
0.484010760,0,0,1,0
0.484011760,1,0,1,0
0.484012760,0,0,1,0
0.484013760,1,0,1,0
0.484014760,0,0,1,0
0.484022760,0,0,1,1
0.484023460,0,1,1,1
0.484024020,0,1,1,0
0.484028260,0,1,0,0
0.484030020,1,1,0,0
0.484031020,0,1,1,0
0.484032020,1,1,1,0
0.484033020,0,1,0,0
0.484034020,1,1,0,0
0.484035020,0,1,0,0
0.484036020,1,1,0,0
0.484037020,0,1,0,0
0.484038020,1,1,0,0
0.484039020,0,1,1,0
0.484040020,1,1,1,0
0.484041020,0,1,0,0
0.484042020,1,1,0,0
0.484043020,0,1,0,0
0.484044020,1,1,0,0
0.484045020,0,1,0,0
0.484055260,0,1,1,0
0.484057020,1,1,1,0
0.484058020,0,1,1,0
0.484059020,1,1,1,0
0.484060020,0,1,1,0
0.484061020,1,1,1,0
0.484062020,0,1,1,0
0.484063020,1,1,1,0
0.484064020,0,1,1,0
0.484065020,1,1,1,0
0.484066020,0,1,1,0
0.484067020,1,1,1,0
0.484068020,0,1,1,0
0.484069020,1,1,1,0
0.484070020,0,1,1,0
0.484071020,1,1,1,0
0.484072020,0,1,1,0
0.484072040,0,0,1,0
0.484080280,0,0,1,1
0.484080860,0,1,1,1
0.484087280,0,1,1,0
0.484095020,0,1,0,0
0.484096780,1,1,0,0
0.484097780,0,1,0,0
0.484098780,1,1,0,0
0.484099780,0,1,0,0
0.484100780,1,1,0,0
0.484101780,0,1,0,0
0.484102780,1,1,0,0
0.484103780,0,1,0,0
0.484104780,1,1,0,0
0.484105780,0,1,1,0
0.484106780,1,1,1,0
0.484107780,0,1,0,0
0.484108780,1,1,0,0
0.484109780,0,1,0,0
0.484110780,1,1,0,0
0.484111780,0,1,0,0
0.484125280,1,1,0,0
0.484126280,0,1,0,0
0.484127280,1,1,0,0
0.484128280,0,1,1,0
0.484129280,1,1,1,0
0.484130280,0,1,0,0
0.484131280,1,1,0,0
0.484132280,0,1,0,0
0.484133280,1,1,0,0
0.484134280,0,1,0,0
0.484135280,1,1,0,0
0.484136280,0,1,0,0
0.484137280,1,1,0,0
0.484138280,0,1,0,0
0.484138300,0,1,1,0
0.484139280,1,1,1,0
0.484140280,0,1,1,0
0.484140300,0,1,0,0
0.484153800,1,1,0,0
0.484154800,0,1,1,0
0.484155800,1,1,1,0
0.484156800,0,1,1,0
0.484157800,1,1,1,0
0.484158800,0,1,1,0
0.484159800,1,1,1,0
0.484160800,0,1,0,0
0.484161800,1,1,0,0
0.484162800,0,1,0,0
0.484163800,1,1,0,0
0.484164800,0,1,0,0
0.484165800,1,1,0,0
0.484166800,0,1,1,0
0.484167800,1,1,1,0
0.484168800,0,1,0,0
0.484182300,1,1,0,0
0.484183300,0,1,1,0
0.484184300,1,1,1,0
0.484185300,0,1,0,0
0.484186300,1,1,0,0
0.484187300,0,1,0,0
0.484188300,1,1,0,0
0.484189300,0,1,1,0
0.484190300,1,1,1,0
0.484191300,0,1,0,0
0.484192300,1,1,0,0
0.484193300,0,1,1,0
0.484194300,1,1,1,0
0.484195300,0,1,1,0
0.484196300,1,1,1,0
0.484197300,0,1,0,0
0.484210820,1,1,0,0
0.484211800,0,1,0,0
0.484212820,1,1,0,0
0.484213800,0,1,0,0
0.484214820,1,1,0,0
0.484215800,0,1,0,0
0.484216820,1,1,0,0
0.484217800,0,1,0,0
0.484218820,1,1,0,0
0.484219800,0,1,0,0
0.484220820,1,1,0,0
0.484221800,0,1,0,0
0.484222820,1,1,0,0
0.484223820,0,1,0,0
0.484224820,1,1,0,0
0.484225820,0,1,0,0
0.484239320,1,1,0,0
0.484240320,0,1,0,0
0.484241320,1,1,0,0
0.484242320,0,1,0,0
0.484243320,1,1,0,0
0.484244320,0,1,0,0
0.484245320,1,1,0,0
0.484246320,0,1,0,0
0.484247320,1,1,0,0
0.484248320,0,1,0,0
0.484249320,1,1,0,0
0.484250320,0,1,0,0
0.484251320,1,1,0,0
0.484252320,0,1,0,0
0.484253320,1,1,0,0
0.484254320,0,1,0,0
0.484287580,0,1,1,0
0.484289320,1,1,1,0
0.484290320,0,1,0,0
0.484291320,1,1,0,0
0.484292320,0,1,1,0
0.484293320,1,1,1,0
0.484294320,0,1,1,0
0.484295320,1,1,1,0
0.484296320,0,1,1,0
0.484297320,1,1,1,0
0.484298320,0,1,0,0
0.484299320,1,1,0,0
0.484300320,0,1,1,0
0.484301320,1,1,1,0
0.484302320,0,1,0,0
0.484303320,1,1,0,0
0.484304320,0,1,1,0
0.484317820,1,1,1,0
0.484318820,0,1,0,0
0.484319820,1,1,0,0
0.484320820,0,1,0,0
0.484321820,1,1,0,0
0.484322820,0,1,1,0
0.484323820,1,1,1,0
0.484324820,0,1,1,0
0.484325820,1,1,1,0
0.484326820,0,1,1,0
0.484327820,1,1,1,0
0.484328820,0,1,1,0
0.484329820,1,1,1,0
0.484330820,0,1,0,0
0.484331820,1,1,0,0
0.484332820,0,1,1,0
0.484342580,0,1,1,1
0.484351820,0,1,1,0
0.484356080,0,1,0,0
0.484357840,1,1,0,0
0.484358840,0,1,1,0
0.484359840,1,1,1,0
0.484360840,0,1,0,0
0.484361840,1,1,0,0
0.484362840,0,1,0,0
0.484363840,1,1,0,0
0.484364840,0,1,0,0
0.484365840,1,1,0,0
0.484366840,0,1,1,0
0.484367840,1,1,1,0
0.484368840,0,1,0,0
0.484369840,1,1,0,0
0.484370840,0,1,0,0
0.484371840,1,1,0,0
0.484372840,0,0,0,0
0.484383080,0,0,1,0
0.484384840,1,0,1,0
0.484385840,0,0,1,0
0.484386840,1,0,1,0
0.484387840,0,0,1,0
0.484388840,1,0,1,0
0.484389840,0,0,1,0
0.484390840,1,0,1,0
0.484391840,0,0,1,0
0.484392840,1,0,1,0
0.484393840,0,0,1,0
0.484394840,1,0,1,0
0.484395840,0,0,1,0
0.484396840,1,0,1,0
0.484397840,0,0,1,0
0.484398840,1,0,1,0
0.484399840,0,0,1,0
0.484407840,0,0,1,1
0.484408540,0,1,1,1
0.484409100,0,1,1,0
0.484413360,0,1,0,0
0.484415100,1,1,0,0
0.484416100,0,1,1,0
0.484417100,1,1,1,0
0.484418100,0,1,0,0
0.484419100,1,1,0,0
0.484420100,0,1,0,0
0.484421100,1,1,0,0
0.484422100,0,1,0,0
0.484423100,1,1,0,0
0.484424100,0,1,1,0
0.484425100,1,1,1,0
0.484426100,0,1,0,0
0.484427100,1,1,0,0
0.484428100,0,1,0,0
0.484429100,1,1,0,0
0.484430100,0,1,0,0
0.484430120,0,0,0,0
0.484440360,0,0,1,0
0.484442100,1,0,1,0
0.484443100,0,0,1,0
0.484444100,1,0,1,0
0.484445100,0,0,1,0
0.484446120,1,0,1,0
0.484447100,0,0,1,0
0.484448120,1,0,1,0
0.484449100,0,0,1,0
0.484450120,1,0,1,0
0.484451120,0,0,1,0
0.484452120,1,0,1,0
0.484453120,0,0,1,0
0.484454120,1,0,1,0
0.484455120,0,0,1,0
0.484456120,1,0,1,0
0.484457120,0,0,1,0
0.484465120,0,0,1,1
0.484465800,0,1,1,1
0.484466360,0,1,1,0
0.484470620,0,1,0,0
0.484472360,1,1,0,0
0.484473360,0,1,1,0
0.484474360,1,1,1,0
0.484475360,0,1,0,0
0.484476360,1,1,0,0
0.484477360,0,1,0,0
0.484478360,1,1,0,0
0.484479360,0,1,0,0
0.484480360,1,1,0,0
0.484481360,0,1,1,0
0.484482360,1,1,1,0
0.484483360,0,1,0,0
0.484484360,1,1,0,0
0.484485360,0,1,0,0
0.484486360,1,1,0,0
0.484487360,0,1,0,0
0.484487380,0,0,0,0
0.484497620,0,0,1,0
0.484499360,1,0,1,0
0.484500360,0,0,1,0
0.484501360,1,0,1,0
0.484502360,0,0,1,0
0.484503360,1,0,1,0
0.484504360,0,0,1,0
0.484505360,1,0,1,0
0.484506360,0,0,1,0
0.484507360,1,0,1,0
0.484508360,0,0,1,0
0.484509360,1,0,1,0
0.484510360,0,0,1,0
0.484511360,1,0,1,0
0.484512360,0,0,1,0
0.484513360,1,0,1,0
0.484514360,0,0,1,0
0.484522380,0,0,1,1
0.484523060,0,1,1,1
0.484523620,0,1,1,0
0.484527880,0,1,0,0
0.484529620,1,1,0,0
0.484530620,0,1,1,0
0.484531620,1,1,1,0
0.484532620,0,1,0,0
0.484533620,1,1,0,0
0.484534620,0,1,0,0
0.484535620,1,1,0,0
0.484536620,0,1,0,0
0.484537620,1,1,0,0
0.484538620,0,1,1,0
0.484539620,1,1,1,0
0.484540620,0,1,0,0
0.484541620,1,1,0,0
0.484542620,0,1,0,0
0.484543620,1,1,0,0
0.484544620,0,1,0,0
0.484544640,0,0,0,0
0.484554880,0,0,1,0
0.484556640,1,0,1,0
0.484557640,0,0,1,0
0.484558640,1,0,1,0
0.484559640,0,0,1,0
0.484560640,1,0,1,0
0.484561640,0,0,1,0
0.484562640,1,0,1,0
0.484563640,0,0,1,0
0.484564640,1,0,1,0
0.484565640,0,0,1,0
0.484566640,1,0,1,0
0.484567640,0,0,1,0
0.484568640,1,0,1,0
0.484569640,0,0,1,0
0.484570640,1,0,1,0
0.484571640,0,0,1,0
0.484579640,0,0,1,1
0.484580320,0,1,1,1
0.484601880,0,1,1,0
0.484606140,0,1,0,0
0.484607900,1,1,0,0
0.484608880,0,1,0,0
0.484608900,0,1,1,0
0.484609900,1,1,1,0
0.484610900,0,1,0,0
0.484611900,1,1,0,0
0.484612900,0,1,0,0
0.484613900,1,1,0,0
0.484614900,0,1,0,0
0.484615900,1,1,0,0
0.484616900,0,1,1,0
0.484617900,1,1,1,0
0.484618900,0,1,0,0
0.484619900,1,1,0,0
0.484620900,0,1,0,0
0.484621900,1,1,0,0
0.484622900,0,0,0,0
0.484633140,0,0,1,0
0.484634900,1,0,1,0
0.484635900,0,0,1,0
0.484636900,1,0,1,0
0.484637900,0,0,1,0
0.484638900,1,0,1,0
0.484639900,0,0,1,0
0.484640900,1,0,1,0
0.484641900,0,0,1,0
0.484642900,1,0,1,0
0.484643900,0,0,1,0
0.484644900,1,0,1,0
0.484645900,0,0,1,0
0.484646900,1,0,1,0
0.484647900,0,0,1,0
0.484648900,1,0,1,0
0.484649900,0,0,1,0
0.484657900,0,0,1,1
0.484658580,0,1,1,1
0.484659140,0,1,1,0
0.484663400,0,1,0,0
0.484665160,1,1,0,0
0.484666160,0,1,1,0
0.484667160,1,1,1,0
0.484668160,0,1,0,0
0.484669160,1,1,0,0
0.484670160,0,1,0,0
0.484671160,1,1,0,0
0.484672160,0,1,0,0
0.484673160,1,1,0,0
0.484674160,0,1,1,0
0.484675160,1,1,1,0
0.484676160,0,1,0,0
0.484677160,1,1,0,0
0.484678160,0,1,0,0
0.484679160,1,1,0,0
0.484680160,0,0,0,0
0.484690420,0,0,1,0
0.484692160,1,0,1,0
0.484693160,0,0,1,0
0.484694160,1,0,1,0
0.484695160,0,0,1,0
0.484696160,1,0,1,0
0.484697160,0,0,1,0
0.484698160,1,0,1,0
0.484699160,0,0,1,0
0.484700160,1,0,1,0
0.484701160,0,0,1,0
0.484702160,1,0,1,0
0.484703160,0,0,1,0
0.484704160,1,0,1,0
0.484705160,0,0,1,0
0.484706160,1,0,1,0
0.484707160,0,0,1,0
0.484715160,0,0,1,1
0.484715840,0,1,1,1
0.484716420,0,1,1,0
0.484720660,0,1,0,0
0.484722420,1,1,0,0
0.484723420,0,1,1,0
0.484724420,1,1,1,0
0.484725420,0,1,0,0
0.484726420,1,1,0,0
0.484727420,0,1,0,0
0.484728420,1,1,0,0
0.484729420,0,1,0,0
0.484730420,1,1,0,0
0.484731420,0,1,1,0
0.484732420,1,1,1,0
0.484733420,0,1,0,0
